Gene	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D3
100576658	1902	730	1800	1665	1726	2069	900	1195	1735	724	1067
726341	1919	926	2302	1663	1803	2137	1012	1271	2009	825	1445
100578044	42	18	53	36	45	45	24	18	43	19	28
552624	2454	1162	2717	2206	2619	2878	1417	1363	2712	1182	1925
551812	1964	931	2217	1634	2052	2188	1036	1205	2083	854	1404
726586	1457	647	1502	1284	1497	1662	878	937	1431	717	1001
726200	4	0	0	2	2	3	0	0	1	2	3
410924	4871	2228	5247	4223	4917	5737	2773	2953	4722	2145	3230
408595	16073	6657	16447	14020	15614	17762	7830	9388	14549	6468	9497
100578454	108	39	80	90	105	112	52	77	87	53	63
100576865	11	6	10	11	22	20	8	13	21	3	16
100578320	6	4	17	5	7	14	3	1	21	4	4
412627	1001	461	1061	891	1025	1270	553	578	1000	458	709
725814	20	6	20	11	14	17	18	8	25	12	10
413578	0	0	0	0	0	0	0	0	0	0	0
552848	1302	633	1458	1138	1241	1383	797	888	1332	646	1005
726331	1284	319	898	1236	1099	1002	630	548	965	524	790
727528	1322	626	1368	1105	1394	1474	693	756	1227	613	923
725638	938	425	1140	712	938	1145	575	715	994	405	720
409835	1461	602	1616	1492	1211	1727	809	561	1574	544	946
724975	2210	789	2243	1852	2149	2485	1129	955	2003	894	1339
551703	319	175	413	263	353	444	205	222	385	125	233
100578351	0	0	0	0	0	0	0	0	0	0	0
100576152	18	4	17	21	17	21	9	6	37	12	13
100576348	0	0	0	0	0	0	0	0	0	0	0
100578258	0	0	0	0	0	0	0	0	0	0	0
100578771	232	63	170	195	180	228	101	92	176	102	137
100577609	2	2	1	1	1	1	0	0	0	2	0
100578899	14612	4458	12179	13953	13718	14298	7669	8390	13522	5726	10286
410883	1307	606	1443	1156	1295	1542	705	749	1224	560	837
100577905	0	0	0	0	0	0	0	0	0	0	0
410294	1900	936	1972	1621	1655	2039	1055	1158	1736	836	1217
725524	20070	8029	19930	17438	18851	22127	10747	11289	18290	8871	13063
100577299	0	0	0	0	0	0	0	0	0	0	0
725127	2261	901	2340	1905	2409	2387	1051	1364	2053	1093	1437
724348	63	29	66	36	48	56	36	27	50	23	38
726639	61	15	23	51	23	21	30	15	111	12	17
409417	21733	9706	23332	18800	20837	24602	11543	12687	20771	9237	13706
727418	304	145	339	237	235	277	161	215	251	125	164
725389	8	4	8	5	3	11	6	6	10	2	4
551762	5446	2827	6544	4980	5487	6742	3144	3212	5350	2425	3642
100577449	539	255	555	480	514	616	304	339	547	282	363
726337	647	323	705	578	582	706	412	382	628	289	437
100577858	1	0	0	3	1	1	0	1	0	0	1
726101	15558	4748	13606	13580	17264	13702	7796	6960	13253	5811	9112
725485	30591	11803	30729	29562	33184	31403	17150	16877	31558	13512	19495
100576649	0	0	0	0	0	0	0	0	0	0	0
100576134	1452	639	1681	1175	1554	1836	856	968	1906	613	973
100579027	476	130	233	419	547	373	259	368	434	191	301
100578689	7	3	10	6	9	16	2	2	3	3	5
100576867	0	0	0	0	0	0	0	0	0	0	0
412818	3777	1097	3186	3453	3872	3546	1854	2055	3735	1425	2463
727549	29	24	40	42	28	83	23	29	20	16	56
725144	5169	2079	5464	4372	5170	6127	2607	3162	5154	1967	3329
100577137	235	108	192	234	223	324	174	150	188	135	160
725184	37284	16754	38893	31782	34672	40338	19649	21622	34295	15546	22402
409848	3448	957	2816	2993	3157	2937	1594	1960	2802	1160	1874
724476	3455	871	2860	2883	3068	3163	1611	1530	3113	1224	2344
413868	6271	2556	6385	5095	6050	7653	3577	3939	6184	3049	4194
409841	0	0	0	0	0	0	0	0	0	0	0
100577174	202	42	162	109	150	249	53	103	215	52	118
726513	49	21	61	41	49	59	22	29	71	18	51
410864	3229	1694	3565	2858	3444	3860	1801	2086	3344	1503	2220
100577153	10	4	44	6	13	23	5	13	20	2	18
724673	0	0	0	0	0	0	0	0	0	0	0
100578555	4	0	1	4	2	3	2	2	3	4	0
413371	1818	752	1841	1591	1652	2113	911	940	1735	710	1169
100577576	221	75	280	204	211	340	90	93	258	89	164
412445	1818	950	2171	1605	1847	2168	1158	1205	1953	938	1326
726120	6201	2877	6702	5257	5475	6497	3089	4045	5720	2386	3398
494506	765	380	895	637	712	745	461	584	852	365	605
724529	0	0	0	0	0	0	0	0	0	0	0
552153	978	457	1114	860	975	1188	539	643	1002	422	690
100578768	214	64	181	182	190	174	98	100	175	84	133
724456	123	73	193	164	134	200	103	58	128	53	94
100576262	1	0	0	1	0	0	0	1	1	0	0
724938	2613	989	2357	2368	2423	2577	1226	1517	2300	1050	1512
551787	3424	1601	3735	3006	3585	3990	1973	2182	3618	1681	2489
725540	7594	3186	6057	7042	7730	7536	3669	3626	6031	3328	3809
552702	505	251	631	441	515	593	287	342	576	272	477
100577324	1571	724	1737	1524	1567	1790	791	983	1449	744	1053
413895	6462	2990	7082	5668	6401	7581	3709	3721	6519	3146	4407
408524	2676	1227	2890	2429	2700	3272	1476	1667	2627	1182	1774
413494	3852	1917	4444	3448	3891	4431	2196	2717	4039	1825	2841
724167	434	174	529	382	509	528	279	301	564	224	352
552016	1752	852	1966	1532	1725	1992	1069	1051	1948	884	1297
413879	1975	909	2267	1735	2072	2175	1160	1402	1925	959	1301
411047	2725	1275	2989	2487	2962	3212	1652	1873	3042	1317	1962
550735	1009	335	872	825	839	956	415	443	793	403	522
100578823	1315	666	1538	1063	1353	1452	890	1256	1571	726	1187
100577955	61	7	21	33	31	61	43	21	31	17	30
413852	1536	762	1917	1349	1544	2054	950	1006	1709	672	1237
726981	95	44	96	72	86	120	31	39	124	26	70
100577322	4758	1435	3652	4015	4602	4401	2135	2331	3885	1777	2968
552614	4923	2210	5263	4253	4657	5744	2927	3082	4662	2381	3112
726274	2	0	146	6	1	277	0	1	170	1	197
725739	0	0	0	0	0	0	0	0	0	0	0
410057	18155	8428	19035	16544	20259	24104	10354	11063	19427	10060	15144
100576541	5	2	26	8	8	10	9	7	16	2	8
725033	3242	1221	3248	3019	2921	3460	1706	1808	2971	1357	1995
552454	0	0	0	0	0	0	0	0	0	0	0
413418	3299	1565	3548	3164	3595	3603	2111	2246	3552	1647	2292
409288	3607	1578	4035	3445	4220	4632	1933	1839	3777	1890	2614
411014	9233	4542	10268	7613	8689	10795	4968	4673	9250	3880	5575
100578330	178	100	231	122	154	178	123	141	215	85	164
412651	4201	2120	4740	3698	4607	5149	2146	2068	4373	1955	3137
412159	2985	1313	3137	2622	3072	3321	1738	1968	2944	1401	2067
411573	4024	2034	4533	3520	3949	4614	2288	2388	3960	1862	2605
413842	4649	2070	4868	3987	4361	5123	2468	2661	4267	1918	2838
413021	8470	2483	6602	7093	7849	7860	4053	4310	6916	3070	4812
411114	47430	16160	44977	41882	48801	47708	25663	25948	46710	19906	31355
726051	2173	694	1843	1751	2157	2074	952	844	1924	866	1342
100578592	0	0	0	0	0	0	1	0	0	0	0
724226	765	407	761	574	710	922	331	364	627	347	565
551174	3596	1708	3652	3029	3672	4302	1931	2184	3550	1659	2366
100577764	8319	3736	8852	7070	7920	9500	4431	4458	7769	3492	5141
727577	0	0	0	0	0	0	0	0	0	0	0
100577303	431	223	477	410	571	694	261	486	731	242	409
725926	21357	9252	22555	18031	19671	26432	9844	10480	16333	8789	12372
409945	4479	2549	5404	4425	5587	6582	2827	2740	5170	2495	4535
725657	0	0	0	0	1	0	0	1	0	0	0
725354	274	83	220	159	196	290	121	85	208	78	126
100578665	197	89	195	169	178	218	97	120	198	96	169
100577009	1015	618	1858	969	1832	1947	551	963	1498	418	1198
494522	17	12	10	14	17	12	10	14	7	5	6
406115	507	22	142	45	755	88	2219	1581	2207	1120	578
100577055	0	0	0	0	0	0	0	0	0	0	0
100578216	2533	1325	2924	2190	2623	3003	1469	1522	2557	1190	1690
552468	1314	459	1291	1344	1352	1257	951	1085	1623	732	1093
724899	1595	620	1331	866	998	1134	437	654	926	289	658
551142	0	0	0	0	0	0	0	0	0	0	0
100578475	3	0	3	3	4	2	1	4	3	1	1
411327	690	307	675	575	652	677	362	414	574	276	387
551223	1513	669	1698	1170	1421	1764	786	794	1313	580	844
412770	1241	473	1219	1025	1196	1329	674	678	1277	454	888
100578473	1200	586	1301	1043	1114	1362	688	828	1151	515	844
408987	45680	17907	46604	38044	43120	50203	27588	22856	42852	20506	29273
551650	9207	4517	10391	7922	8874	11011	5206	5726	9266	4321	6414
100578574	189	99	216	199	183	186	123	161	224	80	139
413358	3769	1324	3152	3062	3942	3308	1720	1755	3269	1765	2283
408332	6541	2940	6748	5883	6681	7198	3582	4192	6577	2966	4470
410316	8055	3281	7903	6944	7445	8260	4049	5167	7234	3418	4952
724643	502	236	562	446	536	584	323	333	499	236	352
409001	12133	4307	10700	10375	10813	12728	5488	6310	10414	4587	6635
411359	0	0	0	0	0	0	0	0	0	0	0
100577586	87	25	98	141	48	160	34	20	32	12	73
552550	576	207	454	522	651	630	371	386	628	314	433
724636	1163	487	1022	1110	1208	974	603	651	971	507	520
727346	15	6	14	6	19	19	20	16	13	7	7
725717	1116	503	1135	1000	1075	1262	592	641	1019	467	724
410432	6	4	9	10	6	12	9	4	12	3	1
724237	232	102	222	198	222	176	79	107	198	58	156
551991	458	269	572	470	631	658	255	326	580	245	380
412722	4643	2080	4697	4011	4357	4915	2355	2655	4256	1983	3001
410662	0	0	0	0	0	0	0	0	0	0	0
100578026	522	211	451	411	448	432	215	331	378	200	246
410259	3527	1065	2771	3217	3284	3752	2012	1932	3273	1532	2375
724540	2019	981	2214	1821	2059	2372	1115	1278	1934	883	1291
552358	28300	11236	24384	25320	26377	27284	16458	20364	29272	14266	15640
409794	3633	1586	3869	2977	3217	3987	1976	1971	3389	1568	2328
100577368	381	139	251	334	311	342	174	192	303	112	147
726044	17175	6308	15664	14458	15952	16956	8919	10206	15678	7200	10363
725973	42	20	53	50	52	63	26	30	72	24	39
552774	0	0	0	0	0	0	0	0	0	0	0
551976	3634	1609	3707	3472	3950	4353	1867	2096	3578	1642	2400
724598	686	354	824	596	726	885	415	431	766	316	549
726223	2871	1276	2734	2370	2736	2876	1661	1467	2516	1347	1778
100578604	124	78	181	123	122	150	84	114	166	77	123
552513	1850	826	1523	1731	1704	1671	908	1153	1182	705	886
408615	2829	1180	2935	2401	2637	3248	1471	1626	2676	1235	1717
406132	336	176	429	371	363	472	162	173	380	159	251
411306	4442	1882	4567	3921	4507	5128	2559	2697	4629	2057	3101
726616	13310	6081	14007	11579	12620	15014	7250	7763	12883	5987	8397
552123	3001	1284	3150	2670	2937	3417	1609	1739	3056	1304	2026
408981	5587	2164	5431	4524	6036	6034	2886	2977	5607	2604	3784
410037	10181	4760	11671	8861	10599	12131	5778	6697	11228	4805	7013
100578600	2353	970	2655	2035	2425	2992	1172	1221	2421	851	1458
100578934	3	0	3	1	0	0	1	0	1	0	1
726839	1166	412	1104	822	927	967	238	397	657	249	507
408822	570	134	349	517	540	471	293	284	540	228	363
100577270	429	132	335	322	250	360	165	254	264	106	138
552725	1084	486	1088	881	961	1129	568	662	1008	432	746
410429	1286	690	1606	1202	1342	1614	850	875	1469	660	987
726320	425	206	486	318	493	483	265	370	533	212	284
551755	0	0	0	0	0	0	0	0	0	0	0
551611	0	0	0	0	0	0	0	0	0	0	0
725192	12131	4914	13175	10402	12283	14783	5821	5290	11988	5216	7806
409557	2280	1042	2350	1932	2166	2438	1317	1509	2193	985	1394
413083	9	12	6	5	8	455	306	4	11	16	4
100577660	603	241	531	540	613	573	309	370	467	228	339
727302	0	0	0	0	0	0	0	0	0	0	0
410673	637	353	698	609	667	804	352	424	657	305	444
726126	409	134	338	311	303	522	140	195	185	71	164
410376	1620	768	1646	1251	1540	1733	819	962	1568	613	961
100578346	67	32	123	61	89	80	66	82	122	46	111
408431	2977	1224	3131	2701	3043	3380	1718	1948	3099	1442	2033
408294	5978	2487	6013	5108	5606	6638	3080	3677	5538	2459	3745
100578838	0	0	0	0	0	0	0	0	0	0	0
552482	1813	755	1865	1450	1712	1933	983	1276	1700	783	1094
409638	966	360	915	693	883	1029	535	594	1001	457	602
100578253	3122	1211	3241	2721	3049	3796	1666	1713	3218	1243	2016
100577337	0	0	0	0	0	0	0	0	0	0	0
100576490	231	102	225	195	188	221	98	170	197	71	123
725707	1830	755	1804	1673	1973	1907	1020	1325	2123	850	1495
727402	0	0	0	0	0	0	0	0	0	0	0
409095	1328	434	1160	1181	1222	1298	594	610	1029	517	704
100578742	8	0	9	5	1	4	4	0	8	2	6
411452	3120	938	2871	2100	2365	3125	2335	2736	3499	1453	1937
100578432	608	313	822	604	714	773	412	504	835	307	555
409550	8129	3833	8916	7074	8205	9470	4373	4292	8093	3404	5256
551280	16354	6585	15819	14172	16776	18098	7611	9814	14076	6786	8902
410555	49	20	34	51	49	37	26	36	53	24	27
100577743	389	95	347	375	341	397	178	164	417	146	249
409788	16540	6601	16202	14140	14875	17592	8518	9371	14486	7331	10129
552261	13585	5805	14732	11320	13683	15622	6599	7983	13558	5774	8521
100577515	2573	1069	2868	2253	2474	3141	1161	1363	2389	839	1559
725875	153	86	205	155	147	165	116	129	168	70	157
411396	89955	38181	93033	78627	90355	100389	38326	44423	79086	35069	53807
551197	0	0	0	0	0	0	0	0	0	0	0
100576771	5	2	3	7	4	3	2	1	7	1	4
100576275	177	51	130	133	155	118	77	66	112	63	75
408426	856	339	851	711	694	931	475	515	812	365	539
100578976	894	251	775	837	650	938	453	400	676	342	477
411753	7230	3101	6987	6063	6765	7672	3722	4186	6720	3088	4334
100577994	0	0	0	0	0	0	0	0	0	0	0
724242	3627	1114	2884	2886	3520	3213	1794	1718	3317	1557	2143
726959	306	35	81	392	223	212	156	179	246	171	197
727189	2422	1137	2681	2066	2296	2725	1448	1360	2413	1032	1639
727447	3135	1433	3234	2741	3601	3324	1871	1746	3198	1652	2276
100578713	220	130	338	205	234	290	198	239	340	124	261
100578599	368	115	256	303	311	272	143	187	241	119	134
726997	1791	608	1883	1617	1861	2433	830	1096	1614	561	1072
551918	976	487	955	855	898	1073	543	628	903	438	665
408884	361	88	256	274	296	297	118	104	215	81	154
552806	1575	684	1541	1334	1343	1682	915	936	1469	740	940
100576385	7	1	9	7	11	10	7	10	4	1	9
726697	689	310	767	604	709	836	372	479	800	313	486
410225	4752	2274	5223	4219	4885	5572	2515	2620	4753	2188	3333
100577989	1075	484	1114	980	935	1110	635	720	939	511	708
413489	1047	420	1009	870	679	1018	775	510	922	503	647
726483	0	0	0	0	0	0	0	0	0	0	0
413252	6020	2752	6307	5094	5719	6753	3278	3382	5695	2861	4120
410211	2538	790	2220	1921	2353	2435	1362	1255	2482	1059	1429
100576088	795	406	872	695	787	853	517	538	765	307	541
409976	1833	893	2133	1676	1843	2143	1083	1173	1933	748	1282
724980	458	136	357	363	371	436	208	228	354	142	210
724958	0	1	0	1	6	3	2	1	4	0	2
552724	118	43	94	97	111	132	49	47	102	25	78
726806	1182	490	1112	962	1096	1290	587	711	1037	527	714
410976	69	24	79	70	76	81	37	29	86	25	68
552395	67	29	72	52	76	78	32	61	64	32	55
551582	43	18	56	43	55	110	14	35	61	14	53
409927	8409	3726	8754	7237	7966	9490	4186	4602	7880	3518	5308
409906	8687	3883	9005	7612	8346	9922	4848	5971	9308	4018	5809
551642	1471	715	1858	1193	1422	1651	1016	1156	1727	787	1181
413746	757	420	941	726	898	1116	481	569	920	400	604
411317	1179	349	944	957	719	1002	535	505	936	380	592
412924	36979	18821	41874	33552	38936	41818	20293	22870	35396	16240	23998
410130	4500	2268	5020	3970	4398	5245	2546	2969	4472	1899	3017
100578589	67	51	106	99	96	121	30	62	77	43	48
100576897	115	56	176	113	44	262	52	55	174	35	142
409903	2151	841	2208	1902	2405	2320	1079	1257	1933	851	1147
100578509	143	77	140	124	150	154	77	92	114	44	101
725527	0	0	0	0	0	0	0	0	0	0	0
551529	14751	4552	12225	10578	10512	13975	6328	5740	10289	5083	6573
408934	11154	4066	9777	9060	10439	11587	5035	5080	9650	4414	6395
726364	2982	1421	3398	2477	2965	3277	1768	1686	3081	1413	2022
727449	0	0	0	0	0	0	0	0	0	0	0
552332	4996	2187	5351	4478	5021	5707	2771	2743	4761	2302	3251
100578112	0	0	0	0	0	0	0	0	0	0	0
551423	63	25	129	25	81	114	16	36	58	5	35
727148	651	300	748	631	657	768	377	425	717	345	524
551982	8792	3804	9016	7631	8484	9852	4638	4979	8720	3927	5932
414051	4169	1668	4224	3330	4277	4594	2171	2289	3909	2044	2934
552235	4955	2159	5178	4453	4743	5508	2815	2989	4713	2265	3048
411765	17825	8445	19858	15543	17075	20577	10115	9612	17575	7836	11848
726279	649	311	738	545	584	720	400	422	630	299	497
408697	4111	1816	4319	3501	4012	4378	2020	2188	4005	1719	2537
100577728	2487	1082	2583	2184	2345	2800	1232	1573	2433	1018	1400
724431	1155	515	1272	987	1098	1210	676	755	1240	555	945
100577535	0	0	0	0	0	0	0	0	0	0	0
552574	2793	1460	3312	2580	3144	3650	1711	1742	2946	1431	2479
409250	1382	575	1378	1139	1173	1399	729	584	1292	496	715
100578136	0	0	0	0	0	0	0	0	0	0	0
551843	4479	2156	5044	3764	4553	5405	2520	2563	4597	2108	3316
413805	1267	686	1552	1218	1541	1773	731	761	1434	629	949
552014	2609	1437	3064	2380	2808	3340	1493	1804	2720	1121	1786
410136	13772	5937	15058	12226	13833	14864	7786	9313	13516	6263	9106
100187709	1007	559	1217	973	1037	1218	594	722	1200	501	752
100577828	18	5	22	14	23	19	7	10	40	4	14
100577053	557	229	924	745	611	912	338	256	965	172	502
100576246	12	0	13	7	6	13	7	1	10	11	12
410408	4231	1740	4809	4134	5304	4969	2040	1857	4416	1645	2978
100576995	375	199	459	340	499	484	197	297	434	171	251
408652	21288	7427	19392	18355	19002	20811	9653	12560	17525	7683	11931
726768	6783	2808	6796	6120	6512	7845	3592	3937	6297	3136	4495
413484	7508	3468	8555	6747	7740	8923	4038	5073	8014	3512	5443
552268	508	279	593	502	523	598	381	419	604	260	390
726613	1	0	2	4	1	4	0	0	4	1	1
100577404	27	9	20	18	29	26	8	11	29	5	8
551580	633	254	560	544	598	569	332	383	491	224	312
100577228	1305	550	1339	1078	1337	1263	804	738	1334	621	994
100576240	0	0	1	0	1	0	0	1	3	0	1
100577210	134	68	142	76	117	112	75	87	131	48	92
100576672	33	18	34	31	29	45	17	21	33	16	20
724617	2204	1046	2547	2027	2313	2688	1324	1380	2441	1082	1533
100576526	2593	911	2410	2373	2583	2776	1137	1399	2502	941	1701
408480	36442	16423	39925	30087	34218	43285	17882	15915	31681	16082	23452
724717	37	15	30	21	25	60	13	12	25	10	7
100576814	771	222	618	607	570	788	375	403	698	285	380
725780	5306	2272	5553	4666	5033	6039	2777	3110	5017	2235	3398
100577644	68	41	102	66	75	93	65	63	114	52	69
100577487	16	24	48	16	55	40	15	38	42	7	25
100577064	3	2	1	1	3	2	0	4	3	2	1
725297	1195	521	1325	1104	1242	1527	471	598	1216	398	699
550865	3209	1380	2971	2829	3173	3445	1665	1859	3096	1516	2083
552170	2168	1069	2401	2047	2175	2481	1325	1305	2201	1042	1433
727459	0	0	0	0	0	0	0	0	0	0	0
100577964	4	4	4	3	4	9	6	17	5	2	5
727170	0	0	0	0	0	0	0	0	0	0	0
726912	45	16	42	33	31	56	22	21	41	22	29
413378	1196	580	1350	1043	1192	1315	685	736	1118	504	780
412711	6025	2528	7311	5336	5570	8642	3172	3054	6615	2587	4917
412330	8620	2912	7992	7550	7731	9685	5001	5787	7912	3344	5389
408576	12781	4292	10548	12015	12694	12119	6191	8101	11291	4482	8196
725031	0	0	0	0	0	0	0	0	0	0	0
732509	5	4	6	8	11	7	7	7	13	5	4
100577478	17	3	10	20	11	12	4	5	6	0	10
552503	1555	829	2038	1447	1951	2030	941	973	1606	885	1199
100578285	8	6	9	10	7	11	3	6	8	6	6
724508	4341	1946	4573	3670	4452	4712	2028	2658	4235	1772	2818
100577810	4	1	9	5	5	7	3	3	2	6	2
406083	18107	6614	15167	14824	14164	15753	7812	10040	13107	6241	9402
409059	2535	1145	2627	2218	2329	2791	1295	1524	2193	1044	1551
412009	1789	849	1993	1469	1641	1851	1107	1188	1765	815	1190
726379	2079	1021	2583	1842	2197	2355	1340	1490	2306	1057	1713
725797	2858	1286	2975	2383	2669	3104	1547	1754	2689	1257	1709
726966	1877	987	2241	1725	1991	2433	1059	1307	2196	850	1554
410948	220	103	243	215	177	270	113	97	226	76	163
725570	4385	1728	4847	3550	4386	5151	2140	2990	4809	1966	2926
411991	2612	1046	2596	2346	2508	2831	1263	1299	2554	1035	1748
409430	13101	6461	15331	11488	13594	16156	7907	7939	14213	6036	9586
410805	74	31	64	67	71	90	42	39	75	36	40
100577202	18	19	34	14	36	23	13	21	42	8	18
408925	3295	1544	3611	2913	3210	3788	1932	2029	3182	1615	2225
409873	3	15	3	11	16	6	17	0	6	1	5
550712	0	0	0	0	0	0	0	0	0	0	0
409290	16216	6489	15403	12760	13639	16296	8134	9147	14287	6177	9110
413428	58077	24261	57150	51026	56278	64149	29615	32652	50547	23035	36697
408542	3397	1579	3849	2859	3398	3836	1934	2441	3360	1658	2368
408681	1653	741	1739	1311	1372	1812	789	770	1478	585	919
552466	0	0	0	0	0	0	0	0	0	0	0
551309	3501	1619	3637	2986	3537	4029	1817	1998	3442	1486	2289
724730	660	334	859	544	624	661	400	547	747	322	484
726139	2875	1246	3221	2446	2817	3244	1655	1830	2864	1290	1886
551458	1898	851	1938	1553	1817	1901	821	1067	1536	717	1118
550726	3111	1476	3465	2664	3174	3445	1653	1902	3053	1472	2165
411245	3586	1503	3474	3246	3516	3930	2023	2106	3655	1805	2567
413438	5803	2571	6232	5004	5866	6620	3072	3363	5834	2590	3798
552559	704	332	902	603	692	896	369	443	737	256	484
552356	206	144	85	58	111	132	47	43	251	13	105
409668	2872	1228	2940	2532	2537	3060	1552	1604	2587	1102	1683
724676	2023	897	2064	1802	1897	2229	1118	1226	1883	839	1136
100576121	16	5	18	11	13	13	7	17	6	9	8
100577073	1809	785	1795	1560	1589	2174	668	1021	1651	676	984
552432	2117	961	2223	1718	2139	2452	1210	1288	2119	949	1547
725881	2120	1132	2390	1859	2182	2310	1075	1468	2087	899	1338
724809	2119	977	2289	1787	2067	2489	1195	1240	2029	969	1382
550691	0	0	0	0	0	0	0	0	0	0	0
100578789	54	20	63	55	68	57	25	42	68	21	42
550749	1399	1228	1710	1056	2399	2648	773	1047	1719	605	1369
412994	1135	342	767	1083	805	828	489	502	788	365	548
725577	423	230	501	387	504	454	234	337	515	183	278
412281	0	0	0	0	0	0	0	0	0	0	0
100576327	1	2	5	4	4	3	3	1	1	1	3
551924	1984	1059	2527	2027	2702	2920	923	1349	2440	944	1647
551895	6103	2334	5461	5244	5159	6075	2865	3317	5089	2237	3372
408494	1571	628	1577	1271	1438	1698	724	773	1496	538	984
100578499	147	57	120	103	122	117	68	90	111	44	41
413032	2331	946	2335	2008	2169	2598	1265	1234	2251	1048	1617
100578869	2982	1590	3194	2434	2622	3138	1867	2103	2783	1397	1988
408789	6068	2395	4887	5085	4870	5200	2947	3888	4282	2123	2930
411772	11634	5060	11128	9841	13430	14114	6885	6541	12448	7470	9485
100578971	0	0	2	0	2	0	0	1	0	2	1
408833	4344	2051	4817	3571	3910	4869	2339	2473	3949	1709	2598
724592	27678	8054	22463	26420	26387	29984	14097	15150	25012	10568	17880
552162	1038	522	1113	905	1059	1209	643	678	1062	525	721
100578267	10121	4450	9347	8820	8541	9690	4514	6591	7760	3485	4814
725233	37	12	41	46	79	61	29	36	48	29	31
726422	2425	1097	2569	2179	2166	2729	1272	1484	2277	1067	1607
724143	1057	329	896	830	981	914	463	524	981	357	617
100576746	499	180	418	424	449	460	190	244	351	171	246
410041	8318	3952	9134	7159	9036	9289	4316	5248	9288	4043	5142
409565	5568	1941	4932	5066	5414	5932	2894	2987	4983	2352	3658
409634	105282	42330	104979	94879	93532	119413	53894	49460	94929	44975	69396
551850	625	262	672	481	609	669	321	363	606	239	332
727000	7858	2642	6784	6344	6662	7257	3572	4108	6323	2791	4285
406130	6	1	2	2	9	5	2	3	8	4	4
408727	212	74	577	168	206	398	116	46	444	71	337
412662	13280	6226	14940	11528	13373	15581	7612	7968	13238	6286	9066
724629	2162	884	2153	1777	1868	2110	1141	1454	1955	846	1142
552295	1454	688	1590	1232	1437	1605	851	968	1422	654	979
